profile_id,condition,gender,age_band,race,education,income,party
synthetic_11285,Portrait Prof. Cherry,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_11286,Interview Prof. Maraun,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_11287,Extreme weather predictions,Male,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_11288,Corporate reliance,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Other
synthetic_11289,Former skeptics,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent
synthetic_11290,Interview Prof. Maraun,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11291,Extreme weather predictions,Male,18-29,White / Caucasian,Less than high school,"$56,000 to $99,999",Other
synthetic_11292,Oil industry misinformation,Other,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11293,control,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11294,Corporate reliance,Female,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Other
synthetic_11295,Peer-review,Female,30-44,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Other
synthetic_11296,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11297,Former skeptics,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_11298,Interview Prof. Sebille,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_11299,Former skeptics,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_11300,Peer-review,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_11301,Scientist community helpers,Female,30-44,Other,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11302,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11303,Extreme weather predictions,Male,60+,Other,High school diploma / GED,"$168,000 or more",Independent
synthetic_11304,Corporate reliance,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11305,Interview Prof. Maraun,Female,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Other
synthetic_11306,Former skeptics,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11307,Portrait Prof. Cherry,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11308,Measurement & modeling (1),Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11309,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11310,Extreme weather predictions,Female,30-44,Black / African American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11311,Interview Prof. Sebille,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_11312,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11313,Consensus,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11314,Funding,Male,45-59,White / Caucasian,Less than high school,"$168,000 or more",Independent
synthetic_11315,Oil industry misinformation,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other
synthetic_11316,Scientist community helpers,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11317,Social justice,Female,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_11318,Portrait Prof. Cherry,Female,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11319,Corporate reliance,Female,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_11320,Corporate reliance,Female,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat
synthetic_11321,Interview Prof. Maraun,Male,30-44,Asian / Asian American,Bachelor's degree,"Less than $30,000",Democrat
synthetic_11322,High public trust,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11323,Interview Prof. Sebille,Male,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Other
synthetic_11324,Interview Prof. Maraun,Male,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11325,Portrait Prof. Cherry,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11326,High public trust,Male,18-29,Other,High school diploma / GED,"$168,000 or more",Other
synthetic_11327,Measurement & modeling (2),Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11328,Corporate reliance,Male,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_11329,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11330,Interview Prof. Maraun,Male,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11331,Interview Prof. Maraun,Female,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Other
synthetic_11332,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_11333,Peer-review,Male,45-59,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11334,Former skeptics,Male,60+,Other,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11335,Funding,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11336,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_11337,control,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11338,control,Female,60+,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_11339,Model accuracy,Male,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Democrat
synthetic_11340,Peer-review,Female,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Independent
synthetic_11341,Measurement & modeling (1),Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_11342,control,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_11343,control,Female,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_11344,Social justice,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_11345,Interview Prof. Maraun,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican
synthetic_11346,Model accuracy,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_11347,Extreme weather predictions,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11348,Peer-review,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11349,Interview Prof. Sebille,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_11350,Interview Prof. Maraun,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_11351,Interview Prof. Sebille,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat
synthetic_11352,Former skeptics,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11353,Interview Prof. Sebille,Female,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11354,Interview Prof. Maraun,Female,60+,Hispanic / Latino,Less than high school,"$168,000 or more",Republican
synthetic_11355,Consensus,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other
synthetic_11356,Extreme weather predictions,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Other
synthetic_11357,Extreme weather predictions,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_11358,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican
synthetic_11359,Extreme weather predictions,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11360,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_11361,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_11362,Oil industry misinformation,Female,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11363,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_11364,High public trust,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_11365,Consensus,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11366,Peer-review,Male,30-44,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_11367,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_11368,Measurement & modeling (1),Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_11369,Extreme weather predictions,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_11370,control,Female,18-29,Asian / Asian American,Less than high school,"$168,000 or more",Democrat
synthetic_11371,Former skeptics,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_11372,High public trust,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11373,Extreme weather predictions,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11374,Extreme weather predictions,Male,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11375,Measurement & modeling (2),Male,45-59,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11376,Funding,Male,60+,Other,Doctorate degree / Ph.D.,"$30,000 to $55,999",Independent
synthetic_11377,Model accuracy,Male,60+,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11378,Social justice,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_11379,Consensus,Male,30-44,Other,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11380,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11381,Funding,Male,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Republican
synthetic_11382,Social justice,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11383,control,Male,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Independent
synthetic_11384,control,Female,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_11385,Portrait Prof. Cherry,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat
synthetic_11386,High public trust,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_11387,Interview Prof. Maraun,Male,30-44,Other,Bachelor's degree,"Less than $30,000",Independent
synthetic_11388,Interview Prof. Maraun,Male,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent
synthetic_11389,Consensus,Female,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_11390,Funding,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_11391,Interview Prof. Sebille,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_11392,Oil industry misinformation,Male,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Independent
synthetic_11393,Former skeptics,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_11394,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_11395,Corporate reliance,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_11396,Peer-review,Male,18-29,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Republican
synthetic_11397,Funding,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11398,Consensus,Male,45-59,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11399,Former skeptics,Male,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Independent
synthetic_11400,Social justice,Other,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11401,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11402,control,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11403,High public trust,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11404,Extreme weather predictions,Female,30-44,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent
synthetic_11405,Extreme weather predictions,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11406,control,Male,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11407,Oil industry misinformation,Male,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_11408,Former skeptics,Female,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_11409,High public trust,Male,30-44,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_11410,Extreme weather predictions,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_11411,Interview Prof. Maraun,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_11412,High public trust,Female,30-44,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11413,Interview Prof. Sebille,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_11414,Former skeptics,Male,18-29,Other,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_11415,Former skeptics,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_11416,Model accuracy,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11417,Measurement & modeling (1),Female,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Other
synthetic_11418,Interview Prof. Maraun,Male,60+,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_11419,Funding,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11420,Model accuracy,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11421,Social justice,Other,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Republican
synthetic_11422,Consensus,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Other
synthetic_11423,Interview Prof. Sebille,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11424,Interview Prof. Maraun,Female,60+,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat
synthetic_11425,Oil industry misinformation,Female,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Other
synthetic_11426,Consensus,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_11427,Consensus,Male,18-29,Asian / Asian American,High school diploma / GED,"Less than $30,000",Other
synthetic_11428,Corporate reliance,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent
synthetic_11429,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11430,Funding,Female,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_11431,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other
synthetic_11432,Oil industry misinformation,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11433,Portrait Prof. Cherry,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent
synthetic_11434,High public trust,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11435,Interview Prof. Sebille,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11436,control,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11437,Extreme weather predictions,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_11438,Model accuracy,Female,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11439,Interview Prof. Maraun,Male,60+,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_11440,Model accuracy,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_11441,control,Female,45-59,Other,Master's degree / Professional degree,"$30,000 to $55,999",Independent
synthetic_11442,Portrait Prof. Cherry,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_11443,Extreme weather predictions,Male,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11444,control,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_11445,Corporate reliance,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other
synthetic_11446,control,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_11447,Measurement & modeling (1),Male,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican
synthetic_11448,Former skeptics,Female,45-59,Black / African American,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11449,Measurement & modeling (2),Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_11450,Corporate reliance,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Independent
synthetic_11451,Measurement & modeling (1),Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11452,Scientist community helpers,Female,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_11453,Peer-review,Female,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11454,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11455,control,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11456,control,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat
synthetic_11457,Oil industry misinformation,Female,60+,Asian / Asian American,Less than high school,"$56,000 to $99,999",Democrat
synthetic_11458,control,Male,60+,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_11459,Measurement & modeling (2),Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11460,Funding,Other,18-29,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11461,Corporate reliance,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat
synthetic_11462,Measurement & modeling (2),Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_11463,Measurement & modeling (2),Male,30-44,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11464,High public trust,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11465,Social justice,Female,30-44,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11466,High public trust,Male,45-59,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_11467,Funding,Other,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11468,Peer-review,Female,18-29,Other,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_11469,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11470,Funding,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11471,Interview Prof. Maraun,Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Independent
synthetic_11472,Interview Prof. Sebille,Male,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11473,Scientist community helpers,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11474,Oil industry misinformation,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Other
synthetic_11475,Consensus,Male,30-44,Asian / Asian American,Doctorate degree / Ph.D.,"Less than $30,000",Independent
synthetic_11476,Interview Prof. Maraun,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_11477,Scientist community helpers,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_11478,Scientist community helpers,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent
synthetic_11479,Measurement & modeling (2),Male,60+,Black / African American,Less than high school,"$56,000 to $99,999",Democrat
synthetic_11480,Measurement & modeling (1),Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent
synthetic_11481,control,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_11482,Consensus,Male,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Republican
synthetic_11483,Interview Prof. Maraun,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_11484,Extreme weather predictions,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Other
synthetic_11485,Social justice,Other,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_11486,Measurement & modeling (2),Male,30-44,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11487,control,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_11488,High public trust,Male,18-29,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat
synthetic_11489,High public trust,Male,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent
synthetic_11490,control,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_11491,Scientist community helpers,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_11492,Peer-review,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11493,Corporate reliance,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11494,Former skeptics,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_11495,Oil industry misinformation,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican
synthetic_11496,Scientist community helpers,Male,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat
synthetic_11497,Measurement & modeling (1),Female,60+,Asian / Asian American,Master's degree / Professional degree,"Less than $30,000",Democrat
synthetic_11498,Oil industry misinformation,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_11499,High public trust,Female,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_11500,Measurement & modeling (2),Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_11501,High public trust,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_11502,Measurement & modeling (2),Male,18-29,Black / African American,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_11503,Measurement & modeling (2),Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11504,Extreme weather predictions,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_11505,Interview Prof. Maraun,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican
synthetic_11506,Extreme weather predictions,Male,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_11507,Extreme weather predictions,Female,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_11508,Interview Prof. Maraun,Female,45-59,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_11509,Scientist community helpers,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Democrat
synthetic_11510,Extreme weather predictions,Male,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11511,Model accuracy,Male,60+,Other,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_11512,Social justice,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_11513,Former skeptics,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_11514,High public trust,Female,60+,Other,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_11515,Scientist community helpers,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_11516,Portrait Prof. Cherry,Male,60+,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_11517,Consensus,Female,60+,Asian / Asian American,High school diploma / GED,"$168,000 or more",Independent
synthetic_11518,Funding,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
synthetic_11519,Extreme weather predictions,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_11520,Social justice,Male,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Democrat
synthetic_11521,Former skeptics,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Other
synthetic_11522,Consensus,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_11523,Former skeptics,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_11524,Portrait Prof. Cherry,Female,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_11525,Former skeptics,Female,30-44,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Other
synthetic_11526,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent
synthetic_11527,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_11528,Scientist community helpers,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other
synthetic_11529,Peer-review,Male,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Other
synthetic_11530,Interview Prof. Sebille,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_11531,Corporate reliance,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_11532,Social justice,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_11533,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_11534,Social justice,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_11535,Scientist community helpers,Female,60+,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_11536,Consensus,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican
